,video-id,fold-ind,startphrase,sent1,sent2,gold-source,ending0,ending1,ending2,ending3,label
844,844,844,xxx,xxx,How to Help a Teen Who Lost a Parent - Mentoring a Teen Who Lost a Parent As a Child,xxx,Become a parental figure in their life. Learn about the parent who was lost. Watch for warning signs. Know what holidays are hard.,xxx,xxx,xxx,0
845,845,845,xxx,xxx,How to Be a Young Adult - Becoming a Role Model,xxx,"Learn to be more self-sufficient. Take responsibility for your actions. Learn about the ‘status quo.’ You may not agree with the way something is done, but ask your parents or mentors why it is the way it is. Be active in your community. Share what you’re good at. Dress like you respect yourself. Remember to laugh. If you don’t know how to have fun, think of how you did it as a kid.",xxx,xxx,xxx,0
846,846,846,xxx,xxx,How to Make Rock Cakes - Variations,xxx,Add cinnamon and nutmeg for a spiced rock cake. Add 1 cup of oats for classic British rock cakes. Add chopped apples and cinnamon for apple cakes. Add shredded coconut for Jamaican rock cakes. Substitute chocolate for dried fruit for sweeter cakes. Add lemon juice or orange juice for a moist citrus rock cake.,xxx,xxx,xxx,1
847,847,847,xxx,xxx,How to Show Your Dog Where He Is in the Pack - Teaching Your Dog Good Manners,xxx,Train your dog. Create rules of good behavior for your dog. Reinforce the rules using positive reinforcement. Correct bad behavior. Be consistent when teaching your dog good manners.,xxx,xxx,xxx,0
848,848,848,xxx,xxx,How to Contact the iTunes Store - Using Apple Support Resources,xxx,Access the iTunes support page on Apple's website. Search or select a topic. Email iTunes if you don't mind waiting a few days. Get iTunes support to call you if you'd like to talk on the phone. Start an online chat session if you want to talk with a representative.,xxx,xxx,xxx,1
849,849,849,xxx,xxx,How to Persuade Someone to Quit Smoking - Offering Continued Support,xxx,Help distract them. Address withdrawal symptoms. Push them to keep trying if they “slip up”. Reward milestones and successes. Check in with them.,xxx,xxx,xxx,0
850,850,850,xxx,xxx,How to Get Your First Tattoo - Choosing a Tattoo Artist,xxx,Research local tattoo shop reviews. Ask for portfolios from the shop's tattoo artists. Check out the tattoo shop in person. Set up an appointment with the tattoo artist. Discuss your design plans with the tattoo artist at least several days in advance.,xxx,xxx,xxx,0
851,851,851,xxx,xxx,How to Make Your Life More Exciting - Finding New Experiences,xxx,Expand your comfort zone. Get out there and mingle. Start up a new hobby. Take a class to learn something new. Travel to new places. Try new foods. Share your experience with friends.,xxx,xxx,xxx,0
852,852,852,xxx,xxx,How to Customize Your Yahoo! Tool Bar,xxx,"{""smallUrl"":""https:\/\/www.wikihow.com\/images\/5\/58\/Settings-button-1.jpg"",""bigUrl"":""https:\/\/www.wikihow.com\/images\/5\/58\/Settings-button-1.jpg"",""smallWidth"":460,""smallHeight"":394,""bigWidth"":760,""bigHeight"":651.4285714285714,""licensing"":""<div class=\""mw-parser-output\""><p>License: <a rel=\""nofollow\"" class=\""external text\"" href=\""https:\/\/creativecommons.org\/licenses\/by-nc-sa\/3.0\/\"">Creative Commons<\/a><br>\n<\/p><p><br \/>\n<\/p><\/div>""} Click on the Settings button located at the right end of the toolbar to get a pull-down menu. Click on the option ""Toolbar Preferences"" to  change the look of the toolbar. {""smallUrl"":""https:\/\/www.wikihow.com\/images\/4\/4b\/Tb-settings.JPG"",""bigUrl"":""https:\/\/www.wikihow.com\/images\/4\/4b\/Tb-settings.JPG"",""smallWidth"":460,""smallHeight"":399,""bigWidth"":760,""bigHeight"":658.6666666666666,""licensing"":""<div class=\""mw-parser-output\""><p>License: <a rel=\""nofollow\"" class=\""external text\"" href=\""https:\/\/creativecommons.org\/licenses\/by-nc-sa\/3.0\/\"">Creative Commons<\/a><br>\n<\/p><p><br \/>\n<\/p><\/div>""}   Click on the Edit Your Apps option to manage the applications. Click the ""Add Apps"" tab  (on the top) and you will see a screen looking like this (see image). {""smallUrl"":""https:\/\/www.wikihow.com\/images\/e\/e0\/Amazon-button.JPG"",""bigUrl"":""https:\/\/www.wikihow.com\/images\/e\/e0\/Amazon-button.JPG"",""smallWidth"":460,""smallHeight"":235,""bigWidth"":760,""bigHeight"":388.52017937219733,""licensing"":""<div class=\""mw-parser-output\""><p>License: <a rel=\""nofollow\"" class=\""external text\"" href=\""https:\/\/creativecommons.org\/licenses\/by-nc-sa\/3.0\/\"">Creative Commons<\/a><br>\n<\/p><p><br \/>\n<\/p><\/div>""}   Remove Amazon from your toolbar. Apply the technique in steps 6 and 7 to every application you would like to add to or delete from your Yahoo toolbar. Click the ""I'm done' button at the bottom of the screen to save your application settings. Look at your complete customized Yahoo toolbar.",xxx,xxx,xxx,1
853,853,853,xxx,xxx,How to Download Google Docs - On Desktop,xxx,Open Google Docs. Select a document. Click File. Select Download as. Click a format.,xxx,xxx,xxx,1
854,854,854,xxx,xxx,How to Build Back Muscle - Working Your Back with Free Weights,xxx,Do arm rows to build both sides of your back separately. Perform 10-12 reps in each set of arm rows. Try a barbell bent over row to bulk up your lower back.,xxx,xxx,xxx,0
855,855,855,xxx,xxx,How to Stop Being Self Centered - Taking Little Steps,xxx,Play a game that you'll be sure to lose. Thank someone for something small. Make eye contact when someone is talking. Listen when people are talking. Read a novel.,xxx,xxx,xxx,0
856,856,856,xxx,xxx,How to Prepare a Boat for Fishing - Preparing For First-Time Use,xxx,License your boat. Purchase all necessary safety equipment. Get an anchor and supporting equipment. Carry items to cope with weather conditions. Consider other items to help you organize your gear.,xxx,xxx,xxx,0
857,857,857,xxx,xxx,How to Water Orchids - Deciding When to Water,xxx,Water sparingly. Consider your climate. See if the potting mix looks dry. Lift the pot to check its weight. Do a finger test.,xxx,xxx,xxx,0
858,858,858,xxx,xxx,How to Stay Disciplined when Working Remotely - Focusing on your Purpose,xxx,Understand your goals. Take pride in your work. Address conflicts directly. Understand differences in roles.,xxx,xxx,xxx,0
859,859,859,xxx,xxx,How to Use Instacart on an iPhone or iPad,xxx,"Open Instacart on your iPhone or iPad and log in to the app if you haven't done so already. Explore the ""Home"" tab. Find the ""Cart""  icon at the top right corner of every tab's page. Learn a little about the ""Search"" tab. Use the ""Browse"" tab to find seasonal items and other features that might catch your eye. Watch out for Instacart-only coupons in the Coupons tab. Use the ""Your Items"" tab to personalize your browsing. Learn about the product pages. Use the buttons below the product page to add items to your Cart.",xxx,xxx,xxx,1
860,860,860,xxx,xxx,How to Have Good Sleep Hygiene - Creating an Optimal Sleeping Environment,xxx,Use your bed for sleeping. Make sure that your bed and pillows are comfortable. Eliminate distractions. Use a “white noise” sound machine. Block out light. Keep your room at the right temperature.,xxx,xxx,xxx,0
861,861,861,xxx,xxx,How to Refinance Your Mortgage - Starting the New-Loan Process,xxx,"Factor in certain eligibility requirements. Know what type of loan you want. Ask about ""no-cost"" refinancing. Shop around. Allow ample time for you to get the hang of all the mortgage terms if you're a newbie on this industry.",xxx,xxx,xxx,0
862,862,862,xxx,xxx,How to Write a Good Cover Letter for a Developer Job - Getting Your Ideas Together,xxx,Learn the most important skills for a development job. Write down your past development experiences. Jot down your general skills. Think about why the job matters to you.,xxx,xxx,xxx,0
863,863,863,xxx,xxx,How to Stop Alcohol Cravings - Coping with Cravings,xxx,Learn what your triggers are and try to avoid them. Think about the past and focus on the future. Seek support from someone you trust. Contact a local branch of Alcoholics Anonymous. Try changing your routine. Be patient and stay focused.,xxx,xxx,xxx,0
864,864,864,xxx,xxx,How to Scream Sing without Damaging Your Voice - Getting Down the Basics,xxx,"Breathe from your diaphragm, not your chest. Layer your screams over the notes you sing. Identify the vocal placement for high and low screams. Scream sing using vocal fry.",xxx,xxx,xxx,0
865,865,865,xxx,xxx,How to Root Out Thistles - Properly identifying  the species of thistle you're dealing with,xxx,Know what makes a plant a thistle. Lean how to identify the Carduus group. Know that the Onopordum group also known as Cotton thistles grow into giants quickly! Recognize  Cirsium species  from the other species by the flower cluster being loosely clustered and this give flowers the look of a cluster of fireworks. Realize that there a lot of other weed plants related to thistles that are omitted from this article.,xxx,xxx,xxx,0
866,866,866,xxx,xxx,How to Make Out with Your Boyfriend and Have Him Love It - Initiating a Steamy Makeout Session,xxx,"Find a comfortable, safe, suitable place. Soften your lips. Flirt. Pull him closer to you. Tease him.",xxx,xxx,xxx,0
867,867,867,xxx,xxx,How to Start a Snowblower - Inspecting Your Snowblower,xxx,Check the oil level. Fuel up. Set the drive control to neutral.,xxx,xxx,xxx,0
868,868,868,xxx,xxx,How to File a Complaint Against an Arizona Real Estate Agent - Complaining to the Arizona Department of Real Estate,xxx,Determine that you have a complaint within ADRE jurisdiction. Prepare a complaint. Write a narrative statement of your complaint. Provide copies of all related documents. Submit your complaint package. Await a response to your complaint.,xxx,xxx,xxx,1
869,869,869,xxx,xxx,How to Use TSA PreCheck - Knowing What to Do at the Airport,xxx,Enter the security line marked for TSA PreCheck passengers. Keep your light jacket and belt on. Keep your shoes on. Refrain from removing items from your luggage. Cooperate with any additional requirements.,xxx,xxx,xxx,0
870,870,870,xxx,xxx,How to Remove Wrinkles from Leather Jackets - Steaming the Jacket,xxx,Place the jacket on a hanger. Turn on your shower. Hang the coat and shower. Wear the jacket.,xxx,xxx,xxx,1
871,871,871,xxx,xxx,How to Talk to Your Partner About Rekindling a Romance - Random delights,xxx,Give your partner romantic gifts at unexpected times. Do something special for your partner. Express your emotional affection to your partner in writing.,xxx,xxx,xxx,0
872,872,872,xxx,xxx,How to Make Perler Bead Snowflakes - Using Your Snowflakes for Decorations,xxx,"Make your snowflake into a magnet. Add string to the snowflakes. Decorate planners, notebooks, or binders with your snowflakes.",xxx,xxx,xxx,0
873,873,873,xxx,xxx,How to Extinguish a Candle - Blowing out the Candle,xxx,Position your face close to the flame. Purse your lips together and blow. Stand clear of the smoke.,xxx,xxx,xxx,0
874,874,874,xxx,xxx,How to Get Rid of Cellulite on Thighs - Developing Healthy Habits,xxx,Try cellulite-fighting lotions and creams. Get a lymphatic massage. Make sure your hormone levels are normal. Relax.,xxx,xxx,xxx,0
875,875,875,xxx,xxx,How to Throw Away a Trash Can - Recycling Your Trash Can,xxx,Find your local recycling center. Take your metal trash can to a scrap metal recycling facility. Donate your trash can.,xxx,xxx,xxx,0
876,876,876,xxx,xxx,How to Become an HR Professional - Expanding Your Skillset with Internships and Volunteering,xxx,Seek out human resource internships. Volunteer your time. Take part-time administrative jobs that will help you develop useful HR skills.,xxx,xxx,xxx,0
877,877,877,xxx,xxx,How to Check for a Fracture when Performing First Aid - Addressing the Broken Bone,xxx,Don't move the fractured bone. Stop any bleeding. Immobilize the injured area. Monitor for circulation. Apply cold therapy if possible.,xxx,xxx,xxx,0
878,878,878,xxx,xxx,How to Know Whether to Use a Cover Letter or a Value Proposition Letter - Knowing When to Use a Cover Letter,xxx,"Understand what a cover letter is. Use a cover letter if you are specifically instructed to do so by your potential employer. Send in a cover letter if the application asks you to reveal your personality. Use a cover letter if you think you might not be the best fit for the job, but you really want the job anyway. Include a cover letter when you want to include a referral.",xxx,xxx,xxx,0
879,879,879,xxx,xxx,How to Prevent Spider Mites on Tomato Plants - Keeping Spider Mites Away,xxx,Plant your tomato plants where they stay warm without drying out. Ensure your tomato plants are growing in loamy soil with lots of organic matter. Place hot pepper or garlic in the soil to prevent spider mites. Apply diatomaceous earth to the soil around your tomato plants. Move your tomato plants indoors to protect them if you can.,xxx,xxx,xxx,0
880,880,880,xxx,xxx,How to Make a Putting Green - Constructing Your Green,xxx,"Ready the soil. Add some drainage, if necessary. Separate your green to protect against weeds. Smooth the soil. Sink your putting hole.",xxx,xxx,xxx,1
881,881,881,xxx,xxx,How to Talk Dirty to a Guy - Building up to It,xxx,Consider your guy’s personality. Test the waters. Touch him more often. Talk about making out. Get a self-help book. Practise talking dirty by yourself. Tailor your talk to the situation. Always be sincere.,xxx,xxx,xxx,0
882,882,882,xxx,xxx,How to Remove Vocals from Songs - Removing the Center Channel,xxx,Start with high-quality audio tracks. Locate the vocals in the mix. Import the audio into the editing software of your choice. Break the channels into separate tracks. Select one of the channels to invert. Invert the channel. Convert the file back to mono.,xxx,xxx,xxx,1
883,883,883,xxx,xxx,How to Merge with Heavy Traffic - Driving After Merging,xxx,Turn off your turn signal. Maintain space. Allow other cars to merge. Repeat as needed.,xxx,xxx,xxx,0
884,884,884,xxx,xxx,How to Gain Authority in the Workplace - Changing From Within,xxx,Continue to get better. Be okay with not knowing. Manage your emotions.,xxx,xxx,xxx,0
885,885,885,xxx,xxx,How to Relieve Stress by Drawing - Relieving Stress With Illustration,xxx,Draw something that comforts you. Just draw. Be somewhere where you feel calm. Have fun.,xxx,xxx,xxx,0
886,886,886,xxx,xxx,How to Start a Text Conversation with a Girl - Starting a Text Conversation with a Girl,xxx,Get her phone number. Say hi — but don’t just say hi. Say something timely and relevant. Talk about her interests. Use smiley faces! Keep going!,xxx,xxx,xxx,0
887,887,887,xxx,xxx,How to Douche for Feminine Hygiene - Knowing When to Douche,xxx,"Know that your body cleans out vaginal discharge, blood, and semen on its own. Douche at your doctor’s suggestion. Don’t douche to remove itching or burning sensations. Don’t douche to remove a strong odor. Don’t douche in attempts to prevent STDs or pregnancy. Wash the outside of your vagina as an alternative to douching.",xxx,xxx,xxx,0
888,888,888,xxx,xxx,How to Sharpen a Swiss Army Knife - Finishing Up,xxx,Dry the blade. Strop the blade. Check the sharpness.,xxx,xxx,xxx,1
889,889,889,xxx,xxx,How to Sell or Swap Gift Cards - Selling or Swapping Gift Cards with Friends and Family,xxx,Arrange a gift card swap. Talk to friends and family about selling gift cards to them. Come up with a fair price for the gift cards.,xxx,xxx,xxx,0
890,890,890,xxx,xxx,How to Become a Buddhist Monk - Preparing for Monastic Life,xxx,Spend time meditating. Prepare to support yourself for two to three years. Prepare to give up your worldly possessions. Realize that your Buddhist community will become your new family. Be ready to take a vow of chastity. Decide what kind of commitment you want to make.,xxx,xxx,xxx,0
891,891,891,xxx,xxx,How to Stop Biting Your Nails - Covering Your Nails,xxx,Cover your nails with nail polish. Wear fake nails. Cover your nails by wearing gloves.,xxx,xxx,xxx,0
892,892,892,xxx,xxx,How to Apply Black Eyeshadow - Constructing an Edgy Eyeshadow Look,xxx,Prime your eyes with your primer of choice. Apply a base color all over your eyelid. Blend the color upward. Pat black eyeshadow onto the center of your eyelid. Smooth the upper edge of the black eyeshadow toward your eyebrow. Line the outer edge of your lower eyelash line in black eyeshadow.,xxx,xxx,xxx,1
893,893,893,xxx,xxx,How to Register a Homemade Trailer - Researching the Requirements,xxx,Contact your state’s department of motor vehicles (DMV) in the US. Ask your province’s Ministry of Transport in Canada. Check with your state’s department of transport in Australia. Contact the Driver & Vehicle Licensing Agency (DVLA) in the UK.,xxx,xxx,xxx,0
894,894,894,xxx,xxx,How to Lie About Your Crush Being Your Boyfriend - Lie about him asking you out,xxx,"Again, come up with a whole story, and stick with it. If you know how to write like your crush, write a note in his hand writing saying, Will you go out with me, (your name)? If you prefer, tell a story if you really do have each other's phone numbers. If you have an iPhone, there are websites where you can make fake text messages. Now come up with casual stories about dates and you're good to go!",xxx,xxx,xxx,0
895,895,895,xxx,xxx,How to Describe Taoism,xxx,"Consider this; a good spiritual practitioner does not worry too much about the aesthetics of his/her house. First the Philosophy of Tao. Read the Tao Te Ching and Zhuangzi as these are the two works that make up Philosophical Taoism. Research the main concepts of Taoism that apply to both Tao Philosophy and Tao religion. When it comes to the religion of Tao you must learn the pantheon of deities that make up Taoism. Now once you've done all your research find a quiet spot away from distractions, get a dictionary, a thesaurus, a notepad and a pencil.",xxx,xxx,xxx,0
896,896,896,xxx,xxx,How to Adopt a Retired Police Dog - Finding a Dog,xxx,Search for a place that has retired police dogs in need of adoption. Expect difficulty in finding a retired police dog available for adoption. Be persistent when contacting an adoption agency.,xxx,xxx,xxx,0
897,897,897,xxx,xxx,How to Upload and Download Files on Gavitex - Downloading Files,xxx,Sign into your Gavitex account. Click the cloud icon on the left panel menu. Navigate through your Gavitex folders until you find the files you’d like to download to your computer. Click the file you want to download. Download files.,xxx,xxx,xxx,1
898,898,898,xxx,xxx,How to Find the Surface Area of a Pyramid - Finding the Surface Area of a Square Pyramid,xxx,Set up the formula for surface area of a square pyramid. Plug in the values for the side length and slant height into the formula. Square the side length of the base. Multiply the side length of the base by the slant height and divide by two. Add the base surface area and the lateral surface area.,xxx,xxx,xxx,1
899,899,899,xxx,xxx,How to Decorate Your Door for Winter - Decorating Your Door without Wreaths,xxx,Use evergreen branches. Hang lettering on your door. Decorate with ornaments. Incorporate natural decorations.,xxx,xxx,xxx,0
900,900,900,xxx,xxx,How to Do Street Magic - Developing a Routine,xxx,String together 5 – 15 tricks into one performance. Develop a style. Practice on family and friends. Videotape your act. Take it to the streets. Sharpen your performance. Update your routine frequently with new magic tricks.,xxx,xxx,xxx,0
901,901,901,xxx,xxx,How to Quickly Make an Alcoholic Party Punch - Classic Sangria,xxx,Gather Supplies. Mix the ingredients. Chill in a carafe or large pitcher and serve.,xxx,xxx,xxx,1
902,902,902,xxx,xxx,How to Retire Rich - Preparing Later in Life,xxx,"Think about what ""rich"" means to you. Draft a budget for the retirement you want. Determine how much you need to save to retire rich. Take advantage of ""catch-up"" contributions. Ask about government and employer-run benefits programs. Craft a diverse portfolio of investments. Consider switching your investments away from high-risk options.",xxx,xxx,xxx,0
903,903,903,xxx,xxx,How to Get Good Grades in AP Courses - Choosing Your Courses Carefully,xxx,Try to avoid overloading your schedule. Take AP courses that will be beneficial later on. Consider what other classes you will take.,xxx,xxx,xxx,0
904,904,904,xxx,xxx,How to Call Panama - Considering Cheaper Alternatives,xxx,Purchase a prepaid phone card. Use a calling app on your phone. Use your computer to video chat.,xxx,xxx,xxx,0
905,905,905,xxx,xxx,How to Understand Chat Acronyms,xxx,Become familiar with commonly used abbreviations. Carefully examine the order of letters. Consider the context. Ask. Practice using them!,xxx,xxx,xxx,0
906,906,906,xxx,xxx,How to Test the Heating Element in a Dryer - Examining an Electric Dryer,xxx,"Unplug your electric dryer before performing any tests. Remove the heating coil panel with a screwdriver. Attach the black and red multimeter probes to the leads on the heating coils. Use a nut, bolt, and 2 washers to connect any breaks in the heating coils. Test the thermostat to see if itâ€™s giving a proper reading. Put the dryer back together and plug it in.",xxx,xxx,xxx,1
907,907,907,xxx,xxx,How to Make a Temporary Tattoo Last Longer - Preparing Your Skin,xxx,Cleanse the spot you plan to tattoo. Exfoliate the area before the temporary tattoo is applied. Choose an area where the skin won't constantly be moving or flexing or coming into contact with oils and other substances. Shave the area before the temporary tattoo is applied.,xxx,xxx,xxx,1
908,908,908,xxx,xxx,How to Work With Family - Preventing Conflicts,xxx,Build trust between all members of the business. Show respect to everyone you work with at all times. Communicate clearly and effectively while in the workplace and at home. Address any issues as they surface rather than letting them build up. Listen carefully and speak openly to prevent issues from arising. Assess the overall communication with your family members. Gauge your overall job satisfaction and make adjustments as necessary.,xxx,xxx,xxx,0
909,909,909,xxx,xxx,How to Test for Herpes - Treating Genital Herpes,xxx,Take prescription antiviral medications. Communicate with your partner or partners. Prevent transmission of genital herpes to your partner. Be aware of social stigmas. Join a support group for genital herpes sufferers. Watch for the symptoms of outbreaks and treat them promptly. Clean the blisters and keep them dry. Lead a healthy lifestyle. Make hygiene a priority.,xxx,xxx,xxx,0
910,910,910,xxx,xxx,How to Dispose of Coffee Grounds - Making a Compost Heap,xxx,"Place a large lidded compost bin in a shaded dry spot. Start with a layer of course branches and twigs to promote air flow. Add a 6 in (15 cm) layer of leaves and yard clippings. Toss in coffee grounds, fruit and veggie scraps, and eggshells. Dampen the pile when you add dry materials. Turn the pile weekly to speed up decomposition.",xxx,xxx,xxx,1
911,911,911,xxx,xxx,How to Make an Automatic Chicken Feeder - Cutting Out Your Pieces,xxx,Purchase a cheap large bin. Mark the bin where you want to make holes. Make holes with a hole saw. Cut openings on the inside end of the pipe fittings. Fit the pipe fittings in the holes. Make grain windows with pipe caps.,xxx,xxx,xxx,1
912,912,912,xxx,xxx,How to Make Good YouTube Videos for Video Marketing,xxx,"To create a video you need a high-quality, high-definition digital video camera. Ideally, the content of your video should be a popular topic so you can get the most views. In your video, convey your message as precisely as possible. If you are narrating the video, be confident! Good lighting. Good titles include keywords or phrases. Include as many keywords in your description and tags as possible. Put your site's link in the video description.",xxx,xxx,xxx,0
913,913,913,xxx,xxx,How to Create a Macaron Cake - Assembling the Cake,xxx,"Place the cooled cake disk onto a serving plate. Prepare the frosting in a cold, metal bowl. Place the frosting into a piping bag fitted with a star-shaped tip. Pipe stars onto the disk. Place the ring on top. Pipe more stars around the ring. Fill the center of the ring with sliced strawberries. Serve the cake.",xxx,xxx,xxx,1
914,914,914,xxx,xxx,How to Protect and Preserve Archaeological Sites - Banking the Site,xxx,Record the site's location and boundaries. Contact your state's historic preservation office. Gather the necessary information and documentation. Complete the forms to register the site. Receive your certificate of registration.,xxx,xxx,xxx,0
915,915,915,xxx,xxx,How to Plant Seeds in a Basic Seed Tray - Caring for Your Seedlings,xxx,Cover the tray with plastic wrap. Fill the flat tray with â„2 inch (13 mm) of distilled water. Store the tray in a warm area. Move the tray to a sunlit area once seedlings sprout and uncover them.,xxx,xxx,xxx,1
916,916,916,xxx,xxx,How to Buy a Luxury Car - Researching before You Buy,xxx,"Look for luxury vehicles with advanced safety features. Find a vehicle that performs better than an average car. Make a list of your wants and needs. Decide between a sedan, an SUV, and a sports car. Create your budget and stick to it. Purchase a new vehicle if you have the budget. Purchase a used vehicle if you want to save. Weigh the downsides of purchasing a used vehicle. Research different options and prices online. Compare your quotes with the dealerâ€™s cost.",xxx,xxx,xxx,0
917,917,917,xxx,xxx,How to Use Home Remedies for Decreasing Stomach Acid - Creating a Diet Plan,xxx,"Drink plenty of water to help neutralize stomach acid. Keep a food journal to identify trigger foods. Eat smaller, healthier meals. Avoid foods that increase stomach acids. Eat nutritious foods. Eat more non-citrus fruits. Use healthy cooking oil to help neutralize your stomach acid. Consume probiotics to improve your digestive health. Avoid eating garlic and onions. Avoid drinking alcohol.",xxx,xxx,xxx,0
918,918,918,xxx,xxx,How to Use Baby's Breath in Your Wedding - Using Babyâ€™s Breath for Arrangements and Bouquets,xxx,Create rustic centerpieces by placing babyâ€™s breath in mason jars. Make artistic centerpieces with baby's breath in water-filled glass vases. Place fluffy bunches of it in tall glass vases for an elegant look. Design bouquets with babyâ€™s breath.,xxx,xxx,xxx,0
919,919,919,xxx,xxx,How to Identify a Nursery Web Spider - Observing the Physical Features,xxx,Look for large spiders. Take note of coloration. Examine the spider's eyes. Look at the shape of the spider's body.,xxx,xxx,xxx,0
920,920,920,xxx,xxx,How to Print Wirelessly from an iPad with HP Eprint App - Linking a Printer,xxx,Turn on the printer. Search for a printer. Select a printer.,xxx,xxx,xxx,1
921,921,921,xxx,xxx,How to Deal With Life - Coping with Stress,xxx,"Know your triggers. Learn how to relax. Drop ideals and unrealistic expectations. Let go of the little things. Choose your battles wisely. Block off some ""you"" time. Exercise to manage adrenaline.",xxx,xxx,xxx,0
922,922,922,xxx,xxx,How to Make Vegetarian Yakisoba,xxx,"Cook noodles according to the instructions on the package. Heat oil, fry ginger about 1 minute, add onion and pepper, fry 2 minutes, add string bean and zucchini, fry about 5 minutes. Mix teriyaki sauce, shiro miso and lemon grass paste, pour into wok, and mix well. Add noodles, mix, add bean sprout. Arrange egg roll slices on the plate, scoop 2 ladles of vegetable noodles, garnish with fried onion flakes and beni shoga.",xxx,xxx,xxx,1
923,923,923,xxx,xxx,How to Row on a Rowing Machine - Completing the Movement,xxx,Practice arm isolations. Extend your arms while reaching your torso forward. Bend your knees to return to the starting position.,xxx,xxx,xxx,1
924,924,924,xxx,xxx,How to Grow a Magnolia Tree - Laying the Seed,xxx,Consider your climate. Pick a spot with decent sun coverage. Ensure the soil is fertile enough. Collect some seed pods. Peel and scarify the seeds. Store seeds. Plant the seeds.,xxx,xxx,xxx,1
925,925,925,xxx,xxx,How to Create Course Content for a MILPA Course - Preview and save the changes made to media lecture,xxx,Verify additions to media lecture video. Check the Media Lecture status. Save the Media Lecture. Add keywords (optional).,xxx,xxx,xxx,1
926,926,926,xxx,xxx,How to Take Legal Action Against Price Fixing - Litigating Your Case,xxx,Take part in discovery. Oppose any motion for summary judgment. Attempt to settle. Hire expert witnesses. Go to trial.,xxx,xxx,xxx,1
927,927,927,xxx,xxx,How to Treat Polyomavirus in Caique Parrots - Preventing Polyomavirus in Caique Parrots,xxx,Vaccinate parrots for polyomavirus. Keep the birdâ€™s cage clean and sterile. Isolate birds that already have the disease.,xxx,xxx,xxx,0
928,928,928,xxx,xxx,How to Make Crunchy Cajun Potato Snacks,xxx,Prepare the potatoes. Heat some oil in a frying pan. Add the Cajun. Carefully add the potato slices. Add more Cajun. Time to flip them over. Cook a little longer until both sides are golden/brown. Carefully place the slices onto a piece of kitchen towel. Serve hot or cold.,xxx,xxx,xxx,1
929,929,929,xxx,xxx,How to Become a Fan of the Nickelodeon Arcade TV Game Show - Watching Show,xxx,"Recognize how each episode began. Recognize how the game was played. Watch the Face-Off round. Watch the Question rounds. Be able to explain most of the games in the Video Challenge area and where they came from. Recognize the Video Zone round of the game. Understand the Video Board and who ""Mikey"" was. Understand Mikey's World. Understand some of the enemies that Mikey would encounter if he ran into their square on the board.",xxx,xxx,xxx,0
930,930,930,xxx,xxx,How to Register a Vehicle in Texas - Transferring an Old Car to a New Owner,xxx,Visit the county tax office if you bought a car from a private seller. Complete an additional form and tax if the vehicle was a gift. Visit the county tax office if you got the car in an inheritance or divorce.,xxx,xxx,xxx,0
931,931,931,xxx,xxx,How to Find Hotels for a Long Term Stay - Getting the Best Deal,xxx,Make reservations with the hotel. Inquire about price matching. Use a bidding site. Ask your employer about a corporate discount.,xxx,xxx,xxx,0
932,932,932,xxx,xxx,How to Welcome a New Customer,xxx,Acquire customer information at the time of his first purchase. Send a letter that thanks and welcomes your new customer. Include information about other products or services available with your letter. Provide incentives for your customer to come back to your business. Inform your new customer about your referral program.,xxx,xxx,xxx,0
933,933,933,xxx,xxx,How to Adjust to College Classes - Going to Your Classes,xxx,Know the type of class you are going to. Be aware of the size of the class beforehand. Use technology in class wisely. Go to class every day. Take detailed notes.,xxx,xxx,xxx,0
934,934,934,xxx,xxx,How to Feather Your Hair - Prepping Your Hair,xxx,Learn what feathering is. Have your hair cut. Wash and part your hair. Dry your hair and apply product as needed.,xxx,xxx,xxx,1
935,935,935,xxx,xxx,How to Know if a Boy Has a Crush on You - Seeing What He Does,xxx,See if he tries to impress you. See if heâ€™s jealous of the guys you hang out with. See if heâ€™s always looking for excuses to hang out with you. See if he flirts with you. See if he treats you differently from other girls. See if he does favors for you. Observe his phone etiquette.,xxx,xxx,xxx,0
936,936,936,xxx,xxx,How to Ease Stress with Laughter - Reducing Your Daily Stress,xxx,Use relaxation techniques. Get enough sleep each night. Exercise on a regular basis. Seek out social support. Work on changing your outlook.,xxx,xxx,xxx,0
937,937,937,xxx,xxx,How to Write a Medical Research Paper - Researching Your Paper,xxx,Decide on a topic. Determine what kind of research paper you are going to write. Research your topic thoroughly. Organize your notes.,xxx,xxx,xxx,0
938,938,938,xxx,xxx,How to Cite a Website with No Author - MLA,xxx,"List the name of the site in italics. Provide the name of the affiliated institution or organization. Include the date the website was created, if available. Add a URL and date of access. Use a shortened version of the name for in-text citations.",xxx,xxx,xxx,1
939,939,939,xxx,xxx,How to Buy a Used Sailboat - Engine,xxx,"Steer clear of rare or very old engines unless you're certain there's an adequate supply of parts. Do the Smoke Test: healthy diesels make small amounts of black smoke with some white on cold starts. Check for fuel leaks and a working bilge blower in gasoline engines. Before the seller cranks the engine, check to see if it is already warm.",xxx,xxx,xxx,0
940,940,940,xxx,xxx,How to Develop a Growth Mindset - Dealing With Failure,xxx,Treat failures as mistakes. Remember mistakes don't define who you are. Be willing to try new things.,xxx,xxx,xxx,0
